# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id
102804at33208a
529708at33208a
529852at33208a
532406at33208a
532693at33208a
532728at33208a
533666at33208a
533690at33208a
534172at33208a
534312at33208a
535367at33208a
535524at33208a
535650at33208a
535664at33208a
535782at33208a
535806at33208a
536251at33208a
537718at33208a
537923at33208a
539215at33208a
539234at33208a
539360at33208a
541231at33208a
541421at33208a
544546at33208a
544849at33208a
544919at33208a
545063at33208a
545389at33208a
545641at33208a
545744at33208a
545889at33208a
546305at33208a
547099at33208a
547766at33208a
548327at33208a
548444at33208a
548732at33208a
549988at33208a
551632at33208a
551831at33208a
552359at33208a
552764at33208a
553585at33208a
554010at33208a
555162at33208a
555390at33208a
556039at33208a
556337at33208a
556461at33208a
556510at33208a
556587at33208a
557292at33208a
557694at33208a
557834at33208a
558368at33208a
558552at33208a
558791at33208a
559146at33208a
559501at33208a
560584at33208a
561054at33208a
561248at33208a
561417at33208a
561688at33208a
561878at33208a
561943at33208a
562780at33208a
563084at33208a
563359at33208a
563426at33208a
563679at33208a
565053at33208a
56573at33208a
566026at33208a
566262at33208a
566447at33208a
566527at33208a
566916at33208a
567750at33208a
567809at33208a
568170at33208a
568839at33208a
568949at33208a
569294at33208a
569303at33208a
569812at33208a
569878at33208a
570262at33208a
570646at33208a
570717at33208a
57158at33208a
571944at33208a
572074at33208a
572434at33208a
572463at33208a
572845at33208a
573203at33208a
573237at33208a
576997at33208a
577068at33208a
577339at33208a
577929at33208a
578582at33208a
578684at33208a
578959at33208a
579029at33208a
580288at33208a
580896at33208a
581006at33208a
581475at33208a
581543at33208a
581547at33208a
581717at33208a
581779at33208a
582265at33208a
582473at33208a
582823at33208a
583626at33208a
584333at33208a
584373at33208a
585078at33208a
585232at33208a
585305at33208a
585313at33208a
585656at33208a
585809at33208a
586156at33208a
586690at33208a
586719at33208a
587407at33208a
589773at33208a
590221at33208a
590416at33208a
591316at33208a
591498at33208a
594842at33208a
5951at33208a
595316at33208a
595404at33208a
596131at33208a
596973at33208a
597816at33208a
598405at33208a
598944at33208a
599320at33208a
600823at33208a
601650at33208a
601768at33208a
602089at33208a
602148at33208a
602587at33208a
603239at33208a
603370at33208a
603609at33208a
603673at33208a
604943at33208a
605189at33208a
606539at33208a
606748at33208a
606795at33208a
606958at33208a
607862at33208a
608011at33208a
608190at33208a
608669at33208a
608869at33208a
608924at33208a
610427at33208a
611258at33208a
611279at33208a
611373at33208a
611891at33208a
612760at33208a
612825at33208a
613522at33208a
613580at33208a
613851at33208a
614305at33208a
615531at33208a
615840at33208a
616120at33208a
616149at33208a
616613at33208a
616716at33208a
617020at33208a
617441at33208a
617522at33208a
617667at33208a
618339at33208a
618421at33208a
619326at33208a
619415at33208a
620546at33208a
620753at33208a
621585at33208a
621808at33208a
622156at33208a
622172at33208a
622270at33208a
623138at33208a
623995at33208a
625077at33208a
625091at33208a
625769at33208a
628082at33208a
628231at33208a
628247at33208a
629763at33208a
630073at33208a
631107at33208a
631173at33208a
631196at33208a
631662at33208a
631798at33208a
631811at33208a
632566at33208a
633007at33208a
633282at33208a
633619at33208a
634446at33208a
636041at33208a
636070at33208a
636300at33208a
637971at33208a
639252at33208a
641073at33208a
641257at33208a
642552at33208a
642773at33208a
643883at33208a
643954at33208a
644034at33208a
64435at33208a
648300at33208a
649979at33208a
76852at33208a
84980at33208a
88053at33208a
9639at33208a
99614at33208a
99987at33208a
