# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id
114954at33208a
115878at33208a
197549at33208a
239149at33208a
266469at33208a
273989at33208a
344346at33208a
359532at33208a
365323at33208a
399439at33208a
415618at33208a
433216at33208a
445031at33208a
445034at33208a
464204at33208a
489997at33208a
495802at33208a
505718at33208a
511668at33208a
526839at33208a
533666at33208a
535782at33208a
537718at33208a
541421at33208a
544849at33208a
545744at33208a
556039at33208a
557694at33208a
560566at33208a
569294at33208a
569878at33208a
575360at33208a
576997at33208a
578734at33208a
582951at33208a
586719at33208a
601875at33208a
606795at33208a
608669at33208a
613522at33208a
614305at33208a
615840at33208a
622172at33208a
625091at33208a
633619at33208a
640187at33208a
641257at33208a
643954at33208a
